Ensembl_gene_ID	HGNC_symbol
YGL068W	MNP1
YGL018C	JAC1
YGL065C	ALG2
YGL014W	PUF4
YGL100W	SEH1
YGR288W	MAL13
YGL174W	BUD13
YGR211W	ZPR1
YGR270W	YTA7
YGR204W	ADE3
YGL070C	RPB9
YGL225W	VRG4
YGL120C	PRP43
tE(UUC)G1	SOE1
YGR252W	GCN5
YGL106W	MLC1
YGR284C	ERV29
YGR032W	GSC2
YGR174C	CBP4
YGR208W	SER2
YGL016W	KAP122
YGR255C	COQ6
YGL194C	HOS2
YGR091W	PRP31
YGR200C	ELP2
YGR191W	HIP1
YGL227W	VID30
YGR081C	SLX9
YGL243W	TAD1
YGR148C	RPL24B
YGL136C	MRM2
YGR276C	RNH70
YGL129C	RSM23
YGL224C	SDT1
YGL020C	GET1
YGL189C	RPS26A
YGL003C	CDH1
YGL115W	SNF4
YGL105W	ARC1
YGR087C	PDC6
YGR278W	CWC22
YGR042W	MTE1
YGR043C	NQM1
YGR110W	CLD1
YGR089W	NNF2
YGL158W	RCK1
YGR262C	BUD32
YGL200C	EMP24
YGL186C	TPN1
YGR010W	NMA2
YGR198W	YPP1
YGL058W	RAD6
YGL226W	MTC3
YGL055W	OLE1
YGL184C	STR3
YGL151W	NUT1
YGR101W	PCP1
YGR103W	NOP7
YGR096W	TPC1
YGR112W	SHY1
YGL013C	PDR1
YGL076C	RPL7A
YGR094W	VAS1
YGL226C-A	OST5
YGR175C	ERG1
YGL008C	PMA1
YGR108W	CLB1
YGR218W	CRM1
YGR205W	TDA10
YGL073W	HSF1
YGL009C	LEU1
YGL095C	VPS45
YGL137W	SEC27
YGR105W	VMA21
YGR001C	EFM5
YGL173C	XRN1
YGL086W	MAD1
YGR223C	HSV2
YGR077C	PEX8
YGR285C	ZUO1
YGL080W	MPC1
YGL207W	SPT16
YGR261C	APL6
YGL078C	DBP3
YGR150C	CCM1
YGR196C	FYV8
YGL197W	MDS3
YGR136W	LSB1
YGR286C	BIO2
YGL254W	FZF1
YGR023W	MTL1
YGL063W	PUS2
YGL154C	LYS5
YGL035C	MIG1
YGR009C	SEC9
YGR034W	RPL26B
YGL064C	MRH4
YGR118W	RPS23A
YGR277C	CAB4
YGR232W	NAS6
YGR227W	DIE2
YGL142C	GPI10
YGL143C	MRF1
YGR222W	PET54
YGL045W	RIM8
YGL253W	HXK2
YGR257C	MTM1
YGL131C	SNT2
YGR263C	SAY1
YGL049C	TIF4632
YGL202W	ARO8
YGR133W	PEX4
YGR109C	CLB6
YGR037C	ACB1
YGL077C	HNM1
YGR245C	SDA1
YGR287C	IMA1
YGL244W	RTF1
YGL057C	GEP7
YGL187C	COX4
YGR180C	RNR4
YGR116W	SPT6
YGL181W	GTS1
YGR202C	PCT1
YGL127C	SOH1
YGR203W	YCH1
YGL150C	INO80
YGR134W	CAF130
YGR095C	RRP46
YGR214W	RPS0A
YGL263W	COS12
YGR057C	LST7
YGR007W	ECT1
YGR241C	YAP1802
YGL219C	MDM34
YGL061C	DUO1
YGR083C	GCD2
YGL038C	OCH1
YGL047W	ALG13
YGR244C	LSC2
YGR289C	MAL11
YGL089C	MF(ALPHA)2
YGL180W	ATG1
YGR146C	ECL1
YGR106C	VOA1
YGR004W	PEX31
YGR209C	TRX2
YGR052W	FMP48
YGR158C	MTR3
YGR003W	CUL3
YGL247W	BRR6
YGR170W	PSD2
YGR246C	BRF1
YGL183C	MND1
YGL059W	PKP2
YGL123W	RPS2
YGL099W	LSG1
YGR102C	GTF1
YGL233W	SEC15
YGL056C	SDS23
YGR104C	SRB5
YGR240C	PFK1
YGR243W	MPC3
YGR275W	RTT102
YGR020C	VMA7
YGR100W	MDR1
YGR231C	PHB2
YGR215W	RSM27
YGL212W	VAM7
YGL066W	SGF73
YGL060W	YBP2
YGR145W	ENP2
YGL011C	SCL1
YGR147C	NAT2
YGR036C	CAX4
YGL122C	NAB2
YGL261C	PAU11
YGR099W	TEL2
YGR046W	TAM41
YGR216C	GPI1
tG(UCC)G	SUF4
YGR047C	TFC4
YGR238C	KEL2
YGR282C	BGL2
YGR169C	PUS6
YGR063C	SPT4
YGR256W	GND2
YGR192C	TDH3
YGL191W	COX13
YGR013W	SNU71
YGR123C	PPT1
YGL209W	MIG2
YGL163C	RAD54
YGL178W	MPT5
YGL092W	NUP145
YGR132C	PHB1
YGL208W	SIP2
YGR059W	SPR3
YGR128C	UTP8
YGL246C	RAI1
YGL190C	CDC55
YGR033C	TIM21
YGL112C	TAF6
YGL001C	ERG26
YGL093W	SPC105
YGR120C	COG2
YGR027C	RPS25A
YGL259W	YPS5
YGR294W	PAU12
YGR124W	ASN2
YGL103W	RPL28
YGL062W	PYC1
YGR049W	SCM4
YGR076C	MRPL25
YGL161C	YIP5
YGR062C	COX18
YGL237C	HAP2
YGR024C	THG1
YGR184C	UBR1
YGR292W	MAL12
YGL067W	NPY1
YGR072W	UPF3
YGL229C	SAP4
YGR055W	MUP1
YGL044C	RNA15
YGL054C	ERV14
YGL119W	COQ8
YGR206W	MVB12
YGL130W	CEG1
YGR090W	UTP22
YGR221C	TOS2
YGR143W	SKN1
YGL198W	YIP4
YGL083W	SCY1
YGR071C	ENV11
YGR058W	PEF1
YGL195W	GCN1
YGL192W	IME4
YGL206C	CHC1
YGR060W	ERG25
YGL257C	MNT2
YGL236C	MTO1
YGR138C	TPO2
YGL023C	PIB2
YGL144C	ROG1
YGL071W	AFT1
YGR080W	TWF1
YGL116W	CDC20
YGL201C	MCM6
YGR212W	SLI1
YGR154C	GTO1
YGL241W	KAP114
YGR247W	CPD1
YGR199W	PMT6
YGR179C	OKP1
YGL111W	NSA1
YGR155W	CYS4
YGL255W	ZRT1
YGR233C	PHO81
YGR092W	DBF2
YGR171C	MSM1
YGL171W	ROK1
YGL029W	CGR1
YGR040W	KSS1
YGR220C	MRPL9
YGR268C	HUA1
YGL147C	RPL9A
YGR144W	THI4
YGR178C	PBP1
YGR113W	DAM1
YGL203C	KEX1
YGL048C	RPT6
YGR207C	CIR1
YGR258C	RAD2
YGL091C	NBP35
YGR093W	DRN1
YGR119C	NUP57
YGR213C	RTA1
YGR061C	ADE6
YGR121C	MEP1
YGL043W	DST1
YGR280C	PXR1
YGL085W	LCL3
YGL031C	RPL24A
YGR254W	ENO1
YGL124C	MON1
YGR236C	SPG1
YGL164C	YRB30
YGR264C	MES1
YGL234W	ADE5,7
YGL238W	CSE1
YGR056W	RSC1
YGR239C	PEX21
YGR185C	TYS1
YGR189C	CRH1
YGL205W	POX1
YGL221C	NIF3
YGL135W	RPL1B
YGR253C	PUP2
YGL053W	PRM8
YGR271C-A	EFG1
YGR267C	FOL2
YGR234W	YHB1
YGL251C	HFM1
YGL141W	HUL5
YGL245W	GUS1
YGL007W	BRP1
YGL005C	COG7
YGL215W	CLG1
YGR173W	RBG2
YGL249W	ZIP2
YGR229C	SMI1
YGR070W	ROM1
YGR135W	PRE9
YGR225W	AMA1
YGL258W	VEL1
YGL139W	FLC3
YGL172W	NUP49
YGR088W	CTT1
YGL126W	SCS3
YGR140W	CBF2
YGR129W	SYF2
YGL027C	CWH41
tL(CAA)G2	SUP54
YGL231C	EMC4
YGL019W	CKB1
YGL002W	ERP6
YGR044C	RME1
YGR193C	PDX1
YGL033W	HOP2
YGR165W	MRPS35
YGL030W	RPL30
YGL128C	CWC23
YGL175C	SAE2
YGL223C	COG1
YGL004C	RPN14
YGL148W	ARO2
YGR281W	YOR1
YGR078C	PAC10
YGL133W	ITC1
YGR295C	COS6
YGR048W	UFD1
YGR065C	VHT1
YGL051W	MST27
YGR019W	UGA1
YGL010W	MPO1
YGL090W	LIF1
YGL032C	AGA2
YGL179C	TOS3
YGR002C	SWC4
YGL134W	PCL10
YGL006W	PMC1
YGR028W	MSP1
YGR249W	MGA1
YGL232W	TAN1
YGL157W	ARI1
YGR012W	MCY1
YGR014W	MSB2
YLL050C	COF1
YLR466W	YRF1-4
YLR054C	OSW2
YLR437C	DIF1
YLR128W	DCN1
YLR075W	RPL10
YLR052W	IES3
YLR025W	SNF7
YLR308W	CDA2
YLR032W	RAD5
YLR251W	SYM1
YLR321C	SFH1
YLR327C	TMA10
YLR247C	IRC20
YLR167W	RPS31
YLR220W	CCC1
YLR455W	PDP3
YLR094C	GIS3
YLR272C	YCS4
YLR338W	OPI9
YLR181C	VTA1
YLR180W	SAM1
YLR250W	SSP120
YLR424W	SPP382
YLR253W	MCP2
YLR390W-A	CCW14
YLR233C	EST1
YLR117C	CLF1
YLR110C	CCW12
YLR072W	LAM6
YLR069C	MEF1
YLR403W	SFP1
YLR008C	PAM18
YLR231C	BNA5
YLR264W	RPS28B
YLR164W	SHH4
YLR079W	SIC1
YLR103C	CDC45
YLR170C	APS1
YLR228C	ECM22
YLL036C	PRP19
YLR411W	CTR3
YLR056W	ERG3
YLR429W	CRN1
YLL060C	GTT2
YLR310C	CDC25
YLR342W	FKS1
YLR017W	MEU1
YLR304C	ACO1
YLL052C	AQY2
YLR027C	AAT2
YLR214W	FRE1
YLL062C	MHT1
YLR378C	SEC61
YLR023C	IZH3
YLR425W	TUS1
YLR073C	RFU1
YLL008W	DRS1
YLL063C	AYT1
YLR449W	FPR4
YLL046C	RNP1
YLR089C	ALT1
YLR020C	YEH2
YLR190W	MMR1
YLR045C	STU2
YLR285W	NNT1
YLR322W	VPS65
YLR276C	DBP9
YLR346C	CIS1
YLR135W	SLX4
YLR261C	VPS63
YLR077W	FMP25
YLR144C	ACF2
YLR414C	PUN1
YLR301W	HRI1
YLR427W	MAG2
YLR200W	YKE2
YLR150W	STM1
YLL021W	SPA2
YLR078C	BOS1
YLR153C	ACS2
YLR014C	PPR1
YLL005C	SPO75
YLR262C	YPT6
YLR234W	TOP3
YLR096W	KIN2
YLR271W	CMG1
YLR033W	RSC58
YLL055W	YCT1
YLR266C	PDR8
YLL030C	RRT7
YLR323C	CWC24
YLR007W	NSE1
YLL015W	BPT1
YLR343W	GAS2
YLR210W	CLB4
YLR058C	SHM2
YLR145W	RMP1
YLR080W	EMP46
YLR443W	ECM7
YLR325C	RPL38
YLL006W	MMM1
YLR074C	BUD20
YLR191W	PEX13
YLR288C	MEC3
YLL001W	DNM1
YLR409C	UTP21
YLR099C	ICT1
YLR131C	ACE2
YLR362W	STE11
YLR256W	HAP1
YLR068W	FYV7
YLR341W	SPO77
YLR186W	EMG1
YLR143W	DPH6
YLR368W	MDM30
YLR393W	ATP10
YLR176C	RFX1
YLR099W-A	MIM2
YLR423C	ATG17
YLR357W	RSC2
YLR197W	NOP56
YLR187W	SKG3
YLL034C	RIX7
YLL023C	POM33
YLR065C	ENV10
YLL031C	GPI13
YLR405W	DUS4
YLR026C	SED5
YLR267W	BOP2
YLR093C	NYV1
YLR085C	ARP6
YLR246W	ERF2
YLR433C	CNA1
YLR227C	ADY4
YLR370C	ARC18
YLL026W	HSP104
YLR289W	GUF1
YLR114C	AVL9
YLR213C	CRR1
YLR146C	SPE4
YLR445W	GMC2
YLR333C	RPS25B
YLR082C	SRL2
YLR193C	UPS1
YLL043W	FPS1
YLR337C	VRP1
YLR039C	RIC1
YLR457C	NBP1
YLR377C	FBP1
YLR104W	LCL2
YLR319C	BUD6
YLL003W	SFI1
YLR004C	THI73
YLR336C	SGD1
YLR430W	SEN1
YLR436C	ECM30
YLR347C	KAP95
YLR324W	PEX30
YLR113W	HOG1
YLR196W	PWP1
YLL061W	MMP1
YLR119W	SRN2
YLR163C	MAS1
YLL014W	EMC6
YLR129W	DIP2
YLR090W	XDJ1
YLR259C	HSP60
YLR219W	MSC3
YLR401C	DUS3
YLR467W	YRF1-5
YLR185W	RPL37A
YLR060W	FRS1
YLR313C	SPH1
YLR303W	MET17
YLL029W	FRA1
YLR465C	BSC3
YLR015W	BRE2
YLR432W	IMD3
YLR081W	GAL2
YLR166C	SEC10
YLR383W	SMC6
YLR035C	MLH2
YLR044C	PDC1
YLR293C	GSP1
YLR192C	HCR1
YLR300W	EXG1
YLR098C	CHA4
YLR448W	RPL6B
YLR381W	CTF3
YLR367W	RPS22B
YLR309C	IMH1
YLR299W	ECM38
YLR224W	UCC1
YLR029C	RPL15A
YLR373C	VID22
YLR092W	SUL2
YLL018C-A	COX19
YLR066W	SPC3
YLR175W	CBF5
YLR158C	ASP3-3
YLL051C	FRE6
YLR314C	CDC3
YLR438C-A	LSM3
YLR209C	PNP1
YLR019W	PSR2
YLR353W	BUD8
YLR361C	DCR2
YLL033W	IRC19
YLR389C	STE23
YLR438W	CAR2
YLR290C	COQ11
YLR270W	DCS1
YLR194C	NCW2
YLR006C	SSK1
YLR223C	IFH1
YLR195C	NMT1
YLL016W	SDC25
YLR398C	SKI2
YLR418C	CDC73
YLR010C	TEN1
YLR307W	CDA1
YLR356W	ATG33
YLR431C	ATG23
YLR109W	AHP1
YLR364W	GRX8
YLR106C	MDN1
YLR083C	EMP70
YLR274W	MCM5
YLR413W	INA1
YLR340W	RPP0
YLR055C	SPT8
YLR254C	NDL1
YLR121C	YPS3
YLL042C	ATG10
YLR211C	ATG38
YLR105C	SEN2
YLR142W	PUT1
YLR376C	PSY3
YLR318W	EST2
YLR239C	LIP2
YLR262C-A	TMA7
YLR452C	SST2
YLR154W-C	TAR1
YLR363C	NMD4
YLR207W	HRD3
YLR312W-A	MRPL15
YLR188W	MDL1
YLR011W	LOT6
YLR328W	NMA1
YLR241W	CSC1
YLR245C	CDD1
YLR360W	VPS38
YLR205C	HMX1
YLR410W	VIP1
YLR097C	HRT3
YLR397C	AFG2
YLR120C	YPS1
YLR335W	NUP2
YLR399C	BDF1
YLR453C	RIF2
YLL057C	JLP1
YLR388W	RPS29A
YLR249W	YEF3
YLR151C	PCD1
YLR260W	LCB5
YLL010C	PSR1
YLR133W	CKI1
YLR329W	REC102
YLL011W	SOF1
YLR384C	IKI3
YLR203C	MSS51
YLR394W	CST9
YLR021W	IRC25
YLR331C	JIP3
YLR450W	HMG2
YLR390W	ECM19
YLR291C	GCD7
YLR408C	BLS1
YLR240W	VPS34
YLR018C	POM34
YLR344W	RPL26A
YLR412W	BER1
YLR447C	VMA6
YLR435W	TSR2
YLR084C	RAX2
YLR091W	GEP5
YLR275W	SMD2
YLR102C	APC9
YLR263W	RED1
YLR459W	GAB1
YLR316C	TAD3
YLR277C	YSH1
YLR229C	CDC42
YLR048W	RPS0B
YLR238W	FAR10
YLR298C	YHC1
YLR086W	SMC4
YLL041C	SDH2
YLR330W	CHS5
YLR244C	MAP1
YLR258W	GSY2
YLR174W	IDP2
YLR315W	NKP2
YLR172C	DPH5
YLR273C	PIG1
YLL012W	YEH1
YLR022C	SDO1
YLR382C	NAM2
YLR268W	SEC22
YLR420W	URA4
YLR137W	RKM5
YLR087C	CSF1
YLL049W	LDB18
YLR426W	TDA5
YLL035W	GRC3
YLL009C	COX17
YLR406C	RPL31B
YLR136C	TIS11
YLR385C	SWC7
YLR138W	NHA1
YLL019C	KNS1
YLR284C	ECI1
YLR295C	ATP14
YLR248W	RCK2
YLR127C	APC2
YLR002C	NOC3
YLR168C	UPS2
YLR189C	ATG26
YLR134W	PDC5
YLR051C	FCF2
YLR215C	CDC123
YLR206W	ENT2
YLR201C	COQ9
YLL018C	DPS1
YLL025W	PAU17
YLR392C	ART10
YLR063W	BMT6
YLR350W	ORM2
YLR204W	QRI5
YLL007C	LMO1
YLR141W	RRN5
YLL038C	ENT4
YLR375W	STP3
YLR287C-A	RPS30A
YLR155C	ASP3-1
YLR003C	CMS1
YLR221C	RSA3
YLR355C	ILV5
YLR237W	THI7
YLR441C	RPS1A
YLR178C	TFS1
YLR028C	ADE16
YLR043C	TRX1
YLR218C	COA4
YLR243W	GPN3
YLR148W	PEP3
YLR162W-A	RRT15
YLR095C	IOC2
YLR199C	PBA1
YLR154C	RNH203
YLL064C	PAU18
YLR461W	PAU4
YLR265C	NEJ1
YLR242C	ARV1
YLR351C	NIT3
YLR306W	UBC12
YLR130C	ZRT2
YLL028W	TPO1
YLR183C	TOS4
tR(CCG)L	TRR4
YLR396C	VPS33
YLR024C	UBR2
YLR442C	SIR3
YLR380W	CSR1
YLR061W	RPL22A
YLR386W	VAC14
YLR387C	REH1
YLR422W	DCK1
YLR354C	TAL1
YLL039C	UBI4
YLR208W	SEC13
YLR115W	CFT2
YLR005W	SSL1
YLR147C	SMD3
YLR451W	LEU3
YLR212C	TUB4
YLR454W	FMP27
YLR064W	PER33
YLR132C	USB1
YLR182W	SWI6
YLR038C	COX12
YLR107W	REX3
YLR139C	SLS1
YLR305C	STT4
YLR062C	BUD28
YLL002W	RTT109
YLR070C	XYL2
YLR157C	ASP3-2
YLR226W	BUR2
YLL048C	YBT1
YLL024C	SSA2
YLR009W	RLP24
YLR057W	MNL2
YLR348C	DIC1
YLR439W	MRPL4
YLR332W	MID2
YLR369W	SSQ1
YLR417W	VPS36
YLR013W	GAT3
YLR116W	MSL5
YLR371W	ROM2
YLR222C	UTP13
YLR440C	SEC39
YLR059C	REX2
YLR165C	PUS5
YLR421C	RPN13
YLL027W	ISA1
YLR292C	SEC72
YLR034C	SMF3
YLR016C	PML1
YLR047C	FRE8
YLL022C	HIF1
YLR395C	COX8
YLR359W	ADE13
YLR067C	PET309
YLR040C	AFB1
YLL013C	PUF3
YLR320W	MMS22
YLL045C	RPL8B
YLR160C	ASP3-4
YLR071C	RGR1
YLR286C	CTS1
YLR037C	PAU23
YLL004W	ORC3
YLR100W	ERG27
YLR088W	GAA1
YLR216C	CPR6
YLL040C	VPS13
YPL208W	RKM1
YPL217C	BMS1
YPR169W	JIP5
YPL009C	RQC2
YPL183C	RTT10
YPR065W	ROX1
YPR032W	SRO7
tM(CAU)P	IMT2
YPR194C	OPT2
YPL084W	BRO1
YPR101W	SNT309
YPL179W	PPQ1
YPL224C	MMT2
YPR103W	PRE2
YPR155C	NCA2
YPL244C	HUT1
YPR141C	KAR3
YPL275W	FDH2
YPR156C	TPO3
YPL240C	HSP82
YPR188C	MLC2
YPL111W	CAR1
YPR119W	CLB2
YPL192C	PRM3
YPL059W	GRX5
YPL218W	SAR1
YPL198W	RPL7B
YPL006W	NCR1
YPR161C	SGV1
YPL145C	KES1
YPL092W	SSU1
YPR181C	SEC23
YPR171W	BSP1
YPR122W	AXL1
YPL091W	GLR1
YPL137C	GIP3
YPL014W	CIP1
YPL164C	MLH3
YPL163C	SVS1
YPR069C	SPE3
YPR072W	NOT5
YPR067W	ISA2
YPL175W	SPT14
YPL125W	KAP120
YPL090C	RPS6A
YPR120C	CLB5
YPR198W	SGE1
YPR106W	ISR1
YPL250C	ATG41
YPL051W	ARL3
YPR013C	CMR3
YPL121C	MEI5
YPR068C	HOS1
YPL270W	MDL2
YPL248C	GAL4
YPR058W	YMC1
YPL004C	LSP1
YPR110C	RPC40
YPL042C	SSN3
YPR149W	NCE102
YPL172C	COX10
YPR009W	SUT2
YPR051W	MAK3
YPR134W	MSS18
YPR118W	MRI1
YPR019W	MCM4
YPL213W	LEA1
YPR121W	THI22
YPL054W	LEE1
YPL123C	RNY1
YPL144W	POC4
YPR036W-A	SPO24
YPL140C	MKK2
YPL202C	AFT2
YPL045W	VPS16
YPL267W	ACM1
YPL133C	RDS2
YPL263C	KEL3
YPL097W	MSY1
YPR124W	CTR1
YPR157W	TDA6
YPR004C	AIM45
YPR080W	TEF1
YPL200W	CSM4
YPR057W	BRR1
YPR100W	MRPL51
YPR033C	HTS1
YPR151C	SUE1
YPR180W	AOS1
YPL210C	SRP72
YPL155C	KIP2
YPL081W	RPS9A
YPL266W	DIM1
YPR002W	PDH1
YPL127C	HHO1
YPR108W	RPN7
YPR200C	ARR2
YPL058C	PDR12
YPR088C	SRP54
YPL254W	HFI1
YPL223C	GRE1
YPR056W	TFB4
YPR006C	ICL2
YPR129W	SCD6
YPR199C	ARR1
YPR113W	PIS1
YPL166W	ATG29
YPR020W	ATP20
YPL160W	CDC60
YPL147W	PXA1
YPL169C	MEX67
YPR049C	ATG11
YPL087W	YDC1
YPR115W	RGC1
YPL184C	MRN1
YPR111W	DBF20
YPR189W	SKI3
YPR034W	ARP7
YPL189W	GUP2
YPL246C	RBD2
YPL020C	ULP1
YPL255W	BBP1
YPL196W	OXR1
YPR135W	CTF4
YPR044C	OPI11
YPL061W	ALD6
YPL052W	OAZ1
YPR112C	MRD1
YPL186C	UIP4
YPL280W	HSP32
YPR143W	RRP15
YPL116W	HOS3
YPL131W	RPL5
YPR017C	DSS4
YPL012W	RRP12
YPL017C	IRC15
YPL010W	RET3
YPR173C	VPS4
YPL233W	NSL1
YPR024W	YME1
YPL187W	MF(ALPHA)1
YPR191W	QCR2
YPL063W	TIM50
YPR007C	REC8
YPL149W	ATG5
YPL089C	RLM1
YPR166C	MRP2
YPR167C	MET16
YPL231W	FAS2
YPR025C	CCL1
YPL098C	MGR2
YPL129W	TAF14
YPR153W	MAY24
YPR164W	MMS1
YPL026C	SKS1
YPR001W	CIT3
YPL282C	PAU22
YPR178W	PRP4
YPR061C	JID1
YPL180W	TCO89
YPL019C	VTC3
YPL258C	THI21
YPL022W	RAD1
YPL279C	FEX2
YPR193C	HPA2
YPL001W	HAT1
YPR083W	MDM36
YPL057C	SUR1
YPL211W	NIP7
YPL041C	MRX11
YPL181W	CTI6
YPR168W	NUT2
YPL040C	ISM1
YPL070W	MUK1
YPR159W	KRE6
YPL002C	SNF8
YPL227C	ALG5
YPL236C	ENV7
YPL151C	PRP46
YPL234C	VMA11
YPL015C	HST2
YPR035W	GLN1
YPR037C	ERV2
YPR184W	GDB1
YPL135W	ISU1
YPL215W	CBP3
YPL112C	PEX25
YPR087W	VPS69
YPL154C	PEP4
YPR094W	RDS3
YPR074C	TKL1
YPL056C	LCL1
YPL189C-A	COA2
YPR082C	DIB1
YPR133C	SPN1
YPL047W	SGF11
YPL272C	PBI1
YPR070W	MED1
YPL176C	TRE1
YPL220W	RPL1A
YPL065W	VPS28
YPL074W	YTA6
YPL032C	SVL3
YPL167C	REV3
YPR185W	ATG13
YPL038W	MET31
YPR145W	ASN1
YPL165C	SET6
YPL193W	RSA1
YPL003W	ULA1
YPL178W	CBC2
YPL013C	MRPS16
YPR042C	PUF2
YPL103C	FMP30
YPR028W	YOP1
YPL075W	GCR1
YPL024W	RMI1
YPR008W	HAA1
YPR062W	FCY1
YPR125W	YLH47
YPR131C	NAT3
YPL221W	FLC1
YPR073C	LTP1
YPL262W	FUM1
YPR036W	VMA13
YPL031C	PHO85
YPL237W	SUI3
YPL053C	KTR6
YPL122C	TFB2
YPL085W	SEC16
YPR104C	FHL1
YPR186C	PZF1
YPR201W	ARR3
YPL138C	SPP1
YPR030W	CSR2
YPR190C	RPC82
YPL043W	NOP4
YPL105C	SYH1
YPL168W	MRX4
YPR018W	RLF2
YPR132W	RPS23B
YPR137W	RRP9
YPL219W	PCL8
tS(UGA)P	SUP16
YPL029W	SUV3
YPL190C	NAB3
YPL241C	CIN2
YPL281C	ERR2
YPL023C	MET12
YPR043W	RPL43A
YPR116W	RRG8
YPL252C	YAH1
YPR047W	MSF1
YPL194W	DDC1
YPL157W	TGS1
YPL177C	CUP9
YPR165W	RHO1
YPL037C	EGD1
YPR093C	ASR1
YPR066W	UBA3
YPL101W	ELP4
YPL064C	CWC27
YPL256C	CLN2
YPR023C	EAF3
YPL093W	NOG1
YPL134C	ODC1
YPL153C	RAD53
YPL222W	FMP40
YPR075C	OPY2
YPL118W	MRP51
YPL239W	YAR1
YPL033C	SRL4
YPR045C	THP3
YPR038W	IRC16
YPL100W	ATG21
YPL076W	GPI2
YPL027W	SMA1
YPL271W	ATP15
YPL128C	TBF1
YPL139C	UME1
YPL005W	AEP3
YPL148C	PPT2
YPL265W	DIP5
YPR052C	NHP6A
YPL096W	PNG1
YPL104W	MSD1
YPR162C	ORC4
YPL030W	TRM44
YPL069C	BTS1
YPL188W	POS5
YPL201C	YIG1
YPL207W	TYW1
YPR021C	AGC1
YPL253C	VIK1
YPR040W	TIP41
YPL143W	RPL33A
YPL132W	COX11
YPL171C	OYE3
YPL126W	NAN1
YPR187W	RPO26
YPL007C	TFC8
YPL209C	IPL1
YPR182W	SMX3
YPL242C	IQG1
YPR086W	SUA7
YPL096C-A	ERI1
YPL086C	ELP3
YPR005C	HAL1
YPR046W	MCM16
YPL269W	KAR9
YPR105C	COG4
YPL158C	AIM44
YPL094C	SEC62
YPR176C	BET2
YPR163C	TIF3
YPR160W	GPH1
YPL049C	DIG1
YPL066W	RGL1
YPL183W-A	RTC6
YPL235W	RVB2
YPL141C	FRK1
YPR144C	NOC4
YPL249C-A	RPL36B
YPR128C	ANT1
YPR054W	SMK1
YPL156C	PRM4
YPL173W	MRPL40
YPL260W	CUB1
YPL016W	SWI1
YPR095C	SYT1
YPR079W	MRL1
YPR010C	RPA135
YPL046C	ELC1
YPL021W	ECM23
YPL268W	PLC1
YPL283C	YRF1-7
YPL206C	PGC1
YPR055W	SEC8
YPR138C	MEP3
YPL243W	SRP68
YPL095C	EEB1
YPL232W	SSO1
YPL124W	SPC29
YPR041W	TIF5
YPL083C	SEN54
YPL048W	CAM1
YPL120W	VPS30
YPL117C	IDI1
YPR091C	NVJ2
YPL214C	THI6
YPL203W	TPK2
YPL273W	SAM4
YPR081C	GRS2
YPL011C	TAF3
YPL274W	SAM3
YPR158W	CUR1
YPL050C	MNN9
YPL110C	GDE1
YPL161C	BEM4
YPR022C	SDD4
YPR175W	DPB2
YPL055C	LGE1
YPL079W	RPL21B
YPR192W	AQY1
YPL226W	NEW1
YPL115C	BEM3
YPL170W	DAP1
YPR140W	TAZ1
YPR048W	TAH18
YPR102C	RPL11A
YPL036W	PMA2
YPR133W-A	TOM5
YPL146C	NOP53
YPR107C	YTH1
YPL082C	MOT1
YPL152W	RRD2
YPL230W	USV1
YPL159C	PET20
YPR183W	DPM1
YPL204W	HRR25
YPL249C	GYP5
YPR154W	PIN3
YPR026W	ATH1
YPR016C	TIF6
YPL060W	MFM1
YPR029C	APL4
YPL106C	SSE1
YPR085C	ASA1
YPL008W	CHL1
YPR152C	URN1
YPL212C	PUS1
YPL119C	DBP1
YPL078C	ATP4
YPL195W	APL5
YPR060C	ARO7
YPL228W	CET1
YPL018W	CTF19
YPL259C	APM1
YPL072W	UBP16
YPL130W	SPO19
YPR179C	HDA3
YPL028W	ERG10
YPL174C	NIP100
YPR031W	NTO1
YMR172W	HOT1
YMR290C	HAS1
YMR139W	RIM11
YMR191W	SPG5
YMR244C-A	COA6
YMR091C	NPL6
YMR180C	CTL1
YML088W	UFO1
YML077W	BET5
YML125C	PGA3
YMR318C	ADH6
YMR115W	MGR3
YMR266W	RSN1
YML057W	CMP2
YML055W	SPC2
YMR105C	PGM2
YMR268C	PRP24
YML101C	CUE4
YMR012W	CLU1
tY(GUA)M2	SUP8
YMR202W	ERG2
YMR083W	ADH3
YMR017W	SPO20
YML085C	TUB1
YML013W	UBX2
YMR224C	MRE11
YMR059W	SEN15
YMR072W	ABF2
YMR304W	UBP15
YML087C	AIM33
YMR195W	ICY1
YMR240C	CUS1
YMR308C	PSE1
YML001W	YPT7
YML114C	TAF8
YMR319C	FET4
YML075C	HMG1
YMR075W	RCO1
YML129C	COX14
YML073C	RPL6A
YMR149W	SWP1
YMR233W	TRI1
YMR048W	CSM3
YML030W	RCF1
YMR118C	SHH3
YMR260C	TIF11
tM(CAU)M	EMT4
YML056C	IMD4
YML064C	TEM1
YML132W	COS3
YML113W	DAT1
YML058W-A	HUG1
YMR136W	GAT2
YML091C	RPM2
YMR199W	CLN1
YMR286W	MRPL33
YMR025W	CSI1
YMR112C	MED11
YML127W	RSC9
YML005W	TRM12
YMR096W	SNZ1
YMR246W	FAA4
YMR120C	ADE17
YMR052W	FAR3
YML049C	RSE1
YMR065W	KAR5
YMR098C	ATP25
