Ensembl_gene_ID	HGNC_symbol
ENSRNOG00000029010	Samt3
ENSRNOG00000003762	Smarca1
ENSRNOG00000048202	AABR07038553.1
ENSRNOG00000029778	Maob
ENSRNOG00000000161	Chm
ENSRNOG00000051529	Opn1mw
ENSRNOG00000003533	Clcn4
ENSRNOG00000070562	LOC103690810
ENSRNOG00000003470	Fundc1
ENSRNOG00000048295	AABR07039229.2
ENSRNOG00000051438	Tex28
ENSRNOG00000024271	Samt4
ENSRNOG00000051216	LOC120099372
ENSRNOG00000055557	Tktl1
ENSRNOG00000023383	Ddx3x
ENSRNOG00000002848	Maoa
ENSRNOG00000005352	Elf4
ENSRNOG00000060839	LOC690348
ENSRNOG00000030819	AABR07036974.1
ENSRNOG00000029885	Stag2
ENSRNOG00000002986	Efhc2
ENSRNOG00000068101	LOC100912991
ENSRNOG00000003305	Cxcr3
ENSRNOG00000060580	Slc10a3
ENSRNOG00000060262	Prps1
ENSRNOG00000065297	Ube2d4l1
ENSRNOG00000003956	Arhgap6
ENSRNOG00000024053	LOC103690794
ENSRNOG00000070277	LOC108349241
ENSRNOG00000002974	Cdx4
ENSRNOG00000004581	Zdhhc9
ENSRNOG00000009646	Nyx
ENSRNOG00000004512	Apool
ENSRNOG00000054219	Vsig1
ENSRNOG00000003009	RGD1562521
ENSRNOG00000022267	AABR07039334.1
ENSRNOG00000062844	LOC100911253
ENSRNOG00000053061	Ubl4a
ENSRNOG00000028189	LOC691215
ENSRNOG00000003189	Cited1
ENSRNOG00000055514	LOC120099512
ENSRNOG00000061191	LOC120099527
ENSRNOG00000060885	LOC120099526
ENSRNOG00000061731	Plxnb3
ENSRNOG00000024517	Gpr119
ENSRNOG00000016622	Ankra2
ENSRNOG00000056905	LOC120099447
ENSRNOG00000053235	LOC120099424
ENSRNOG00000055256	LOC120099513
ENSRNOG00000022411	RGD1561958
ENSRNOG00000058942	LOC120099467
ENSRNOG00000003792	Med14
ENSRNOG00000055960	LOC120099436
ENSRNOG00000002389	Morf4l2
ENSRNOG00000061257	LOC120099521
ENSRNOG00000003749	Xk
ENSRNOG00000060096	LOC120099408
ENSRNOG00000005687	Slc6a14
ENSRNOG00000051820	LOC120099510
ENSRNOG00000063220	Y_RNA
ENSRNOG00000003756	Lancl3
ENSRNOG00000052762	LOC120099560
ENSRNOG00000030118	Msn
ENSRNOG00000070588	LOC120099399
ENSRNOG00000056740	Cylc1
ENSRNOG00000059230	LOC120099405
ENSRNOG00000060982	LOC120099454
ENSRNOG00000002391	Glra4
ENSRNOG00000060623	Fam3a
ENSRNOG00000053191	LOC120099486
ENSRNOG00000060754	LOC120099484
ENSRNOG00000065140	LOC120099400
ENSRNOG00000003611	Dynlt3
ENSRNOG00000069164	LOC120099539
ENSRNOG00000058253	LOC120099425
ENSRNOG00000007371	Rbmx2
ENSRNOG00000066338	LOC120099473
ENSRNOG00000046366	Dmd
ENSRNOG00000031294	RGD1563104
ENSRNOG00000063682	LOC120099555
ENSRNOG00000065192	LOC120099418
ENSRNOG00000023187	RGD1565685
ENSRNOG00000063637	RNaseP_nuc
ENSRNOG00000004776	Ftsj1
ENSRNOG00000002419	Plp1
ENSRNOG00000052095	LOC120099448
ENSRNOG00000064801	RGD1559460
ENSRNOG00000006698	Rab33a
ENSRNOG00000060642	LOC120099452
ENSRNOG00000061195	LOC120099449
ENSRNOG00000060546	LOC120099459
ENSRNOG00000068390	LOC120099476
ENSRNOG00000038132	Vsig4
ENSRNOG00000003858	Atp6ap2
ENSRNOG00000063746	LOC120099417
ENSRNOG00000069840	Pcdh11x
ENSRNOG00000068320	LOC120099542
ENSRNOG00000005012	Utp14a
ENSRNOG00000055265	LOC120099419
ENSRNOG00000031058	Was
ENSRNOG00000064543	LOC120099479
ENSRNOG00000057622	Rbm41
ENSRNOG00000055812	LOC120099431
ENSRNOG00000061126	LOC120099463
ENSRNOG00000004133	Slc7a3
ENSRNOG00000059814	LOC120099445
ENSRNOG00000071055	LOC120099481
ENSRNOG00000064676	LOC120099554
ENSRNOG00000063786	LOC120099535
ENSRNOG00000021972	Ventx
ENSRNOG00000061787	LOC120099501
ENSRNOG00000058743	LOC120099471
ENSRNOG00000055721	Rnf128
ENSRNOG00000032522	RGD1560784
ENSRNOG00000051644	LOC120099468
ENSRNOG00000061252	LOC120099412
ENSRNOG00000021694	LOC100360790
ENSRNOG00000051827	LOC102555852
ENSRNOG00000069980	LOC120099538
ENSRNOG00000061196	LOC120099420
ENSRNOG00000060086	LOC120099529
ENSRNOG00000024250	Wwc3
ENSRNOG00000034183	RGD1561151
ENSRNOG00000027850	Ssx1
ENSRNOG00000060374	Metazoa_SRP
ENSRNOG00000054868	LOC120099465
ENSRNOG00000054890	Flna
ENSRNOG00000054382	RNaseP_nuc
ENSRNOG00000019180	Acsl4
ENSRNOG00000057593	LOC120099487
ENSRNOG00000066087	LOC120099415
ENSRNOG00000066017	LOC120099477
ENSRNOG00000050970	RGD1561318
ENSRNOG00000070898	LOC120099390
ENSRNOG00000064772	LOC120099395
ENSRNOG00000062822	LOC120099410
ENSRNOG00000001506	Tmem35a
ENSRNOG00000065849	LOC120099522
ENSRNOG00000063296	LOC120099524
ENSRNOG00000051544	LOC120099460
ENSRNOG00000037736	AABR07040565.1
ENSRNOG00000065426	LOC120099543
ENSRNOG00000019168	Nxt2
ENSRNOG00000070581	LOC120099549
ENSRNOG00000012294	Heph
ENSRNOG00000030722	Or5o1
ENSRNOG00000057374	LOC120099430
ENSRNOG00000042394	4933403O08Rik
ENSRNOG00000060946	Cask
ENSRNOG00000062498	LOC120099406
ENSRNOG00000003965	Amelx
ENSRNOG00000068840	LOC120099547
ENSRNOG00000069753	LOC120099488
ENSRNOG00000051769	LOC120099506
ENSRNOG00000056593	LOC120099545
ENSRNOG00000048738	Hdac6
ENSRNOG00000070185	LOC120099396
ENSRNOG00000053894	LOC120099550
ENSRNOG00000054011	Tbc1d8b
ENSRNOG00000027239	AABR07037800.1
ENSRNOG00000056006	LOC120099507
ENSRNOG00000007600	Igsf1
ENSRNOG00000067960	LOC120099403
ENSRNOG00000029038	Gemin8
ENSRNOG00000042470	Eras
ENSRNOG00000052001	LOC120099559
ENSRNOG00000053094	LOC120099457
ENSRNOG00000047663	Gata1
ENSRNOG00000003122	Hdac8
ENSRNOG00000061101	Ripply1
ENSRNOG00000061894	LOC120099508
ENSRNOG00000058963	LOC120099456
ENSRNOG00000055269	LOC120099422
ENSRNOG00000055648	Haus7
ENSRNOG00000062221	Il1rapl2
ENSRNOG00000041327	Mir463
ENSRNOG00000050508	Mir3552
ENSRNOG00000026712	Tex13a
ENSRNOG00000064172	Mir450b-1
ENSRNOG00000003875	Ocrl
ENSRNOG00000036562	Mir374b
ENSRNOG00000057826	Diaph2
ENSRNOG00000041236	Mir743a
ENSRNOG00000008880	Nrk
ENSRNOG00000059896	Mir105
ENSRNOG00000036264	Mir471
ENSRNOG00000004118	Frmpd4
ENSRNOG00000041288	Mir883
ENSRNOG00000036262	Mir500
ENSRNOG00000004819	Porcn
ENSRNOG00000011120	Radx
ENSRNOG00000057982	Mir3585
ENSRNOG00000048143	Mir3573
ENSRNOG00000036268	Mir362
ENSRNOG00000041538	Mir1298
ENSRNOG00000006797	Zfp280c
ENSRNOG00000035627	Mir325
ENSRNOG00000065509	Frmpd3
ENSRNOG00000036558	Mir20b
ENSRNOG00000061112	Mir676
ENSRNOG00000057365	AABR07042302.1
ENSRNOG00000035505	Mir223
ENSRNOG00000035592	Mir106a
ENSRNOG00000003063	Phka1
ENSRNOG00000036567	Mir3560
ENSRNOG00000058545	Arhgap4
ENSRNOG00000067075	Mir503
ENSRNOG00000047712	Dcx
ENSRNOG00000041299	Mir881
ENSRNOG00000041334	Mir871
ENSRNOG00000006871	Slc25a14
ENSRNOG00000066786	Mir504
ENSRNOG00000040458	Mir652
ENSRNOG00000054747	Mir509
ENSRNOG00000039759	Gpr34
ENSRNOG00000063664	Timm17b
ENSRNOG00000069692	LOC120099313
ENSRNOG00000019086	Gucy2f
ENSRNOG00000003227	AABR07037073.1
ENSRNOG00000002708	Phf8
ENSRNOG00000060970	Tnmd
ENSRNOG00000024068	RGD1564955
ENSRNOG00000051669	AABR07040855.1
ENSRNOG00000039576	Suv39h1
ENSRNOG00000030880	Hs6st2
ENSRNOG00000004275	Egfl6
ENSRNOG00000039571	Glod5
ENSRNOG00000005076	Bcorl1
ENSRNOG00000052721	Kdm6a
ENSRNOG00000003929	Pcdh19
ENSRNOG00000057147	Praf2
ENSRNOG00000050960	AABR07040864.1
ENSRNOG00000059862	Avpr2
ENSRNOG00000031956	Cldn34c4
ENSRNOG00000004613	Gpm6b
ENSRNOG00000056983	Trex2
ENSRNOG00000005215	Klhl4
ENSRNOG00000006967	Xiap
ENSRNOG00000009749	Wdr45
ENSRNOG00000026704	Drp2
ENSRNOG00000046484	Ccdc160
ENSRNOG00000003613	Mid1
ENSRNOG00000007879	Stk26
ENSRNOG00000003688	4933400A11Rik
ENSRNOG00000054495	Cldn2
ENSRNOG00000003786	Tspan6
ENSRNOG00000045992	Tlr8
ENSRNOG00000061230	L1cam
ENSRNOG00000060846	Morc4
ENSRNOG00000064119	Timm8a1
ENSRNOG00000022166	Ammecr1
ENSRNOG00000052181	Or1aa2
ENSRNOG00000003228	Mid1ip1
ENSRNOG00000032729	Bex1
ENSRNOG00000030443	Rab9a
ENSRNOG00000002790	Abcb7
ENSRNOG00000004869	Dach2
ENSRNOG00000046790	AABR07040887.1
ENSRNOG00000002487	Mbnl3
ENSRNOG00000003229	Tspan7
ENSRNOG00000004330	Chrdl1
ENSRNOG00000047931	Tmsb4x
ENSRNOG00000027601	Lhfpl1
ENSRNOG00000065918	Tceanc
ENSRNOG00000009071	Gripap1
ENSRNOG00000024762	Frmd7
ENSRNOG00000029582	Lrch2
ENSRNOG00000042276	Trappc2
ENSRNOG00000005639	Ar
ENSRNOG00000034240	Bcor
ENSRNOG00000003960	Cltrn
ENSRNOG00000002923	Zcchc13
ENSRNOG00000031638	Rtl4
ENSRNOG00000003526	Sytl4
ENSRNOG00000061102	Taf9b
ENSRNOG00000004574	Ofd1
ENSRNOG00000032858	AABR07038657.1
ENSRNOG00000030622	Enox2
ENSRNOG00000011081	Serpina7
ENSRNOG00000050178	LOC102549011
ENSRNOG00000051287	AABR07038714.1
ENSRNOG00000051223	AABR07038703.1
ENSRNOG00000039544	Kcnd1
ENSRNOG00000023469	Pramel3
ENSRNOG00000002832	Slc16a2
ENSRNOG00000029106	Usp26
ENSRNOG00000069107	Luzp4
ENSRNOG00000039587	Wdr13
ENSRNOG00000003674	Pir
ENSRNOG00000037684	RGD1566159
ENSRNOG00000030346	LOC680959
ENSRNOG00000026152	AABR07040789.1
ENSRNOG00000030418	Tmem47
ENSRNOG00000058439	Fam50a
ENSRNOG00000002662	Pbdc1
ENSRNOG00000037611	AABR07040792.1
ENSRNOG00000003345	AABR07038690.1
ENSRNOG00000066239	Mospd1
ENSRNOG00000056728	G6pd
ENSRNOG00000051281	RGD1561382
ENSRNOG00000027972	AABR07039447.1
ENSRNOG00000003585	Sytl5
ENSRNOG00000052407	Btk
ENSRNOG00000022286	Dmrtc1b
ENSRNOG00000046280	Tceal5
ENSRNOG00000002951	Ccnb3
ENSRNOG00000060936	Ikbkg
ENSRNOG00000003313	Glra2
ENSRNOG00000007552	Arhgap36
ENSRNOG00000069062	Fam236d
ENSRNOG00000038230	Mageb18
ENSRNOG00000057753	Nup62cl
ENSRNOG00000009687	Ccdc120
ENSRNOG00000031719	RGD1563978
ENSRNOG00000054545	AABR07010672.1
ENSRNOG00000018951	Col4a5
ENSRNOG00000046702	AABR07036698.1
ENSRNOG00000003715	Srpx2
ENSRNOG00000053562	Arx
ENSRNOG00000003370	Otc
ENSRNOG00000049427	Ssx2
ENSRNOG00000008764	Otud5
ENSRNOG00000029559	AABR07038788.1
ENSRNOG00000002529	Rap2c
ENSRNOG00000043508	Magebl1
ENSRNOG00000023733	RGD1560821
ENSRNOG00000068726	Pramel
ENSRNOG00000067365	Asb9
ENSRNOG00000047132	Zfp182
ENSRNOG00000011494	Rpl36a
ENSRNOG00000003110	Mageb5
ENSRNOG00000060179	Gpc3
ENSRNOG00000051408	Magt1
ENSRNOG00000011513	Gla
ENSRNOG00000003452	Asb11
ENSRNOG00000055102	Mageb6
ENSRNOG00000046469	Zfp300
ENSRNOG00000032038	RGD1564534
ENSRNOG00000002285	Pabir2
ENSRNOG00000045622	Spaca5
ENSRNOG00000003587	Vegfd
ENSRNOG00000011034	Tcp11x2
ENSRNOG00000011661	Hnrnph2
ENSRNOG00000061530	Fgf16
ENSRNOG00000050006	Agtr2
ENSRNOG00000010846	Ccdc22
ENSRNOG00000066471	LOC100363372
ENSRNOG00000054900	Dnaaf6
ENSRNOG00000058249	Pgk1
ENSRNOG00000033176	Zrsr2
ENSRNOG00000046862	LOC108348137
ENSRNOG00000009893	Uxt
ENSRNOG00000003346	Fancb
ENSRNOG00000010171	Elk1
ENSRNOG00000003013	Rpgr
ENSRNOG00000043128	Armcx4
ENSRNOG00000069699	Slc25a53
ENSRNOG00000028011	Pabir3
ENSRNOG00000025811	Cfp
ENSRNOG00000003350	Mospd2
ENSRNOG00000032738	AABR07039075.1
ENSRNOG00000065924	LOC103690796
ENSRNOG00000055939	Zcchc18
ENSRNOG00000028993	LOC102555453
ENSRNOG00000002276	Phf6
ENSRNOG00000024135	Zmat1
ENSRNOG00000051319	AABR07038863.2
ENSRNOG00000056703	Atrx
ENSRNOG00000056398	LOC100359876
ENSRNOG00000056772	Col4a6
ENSRNOG00000005624	Zfx
ENSRNOG00000024138	Dusp21
ENSRNOG00000069720	Ppp1r2-ps1
ENSRNOG00000038686	Ap1s2
ENSRNOG00000011702	Foxp3
ENSRNOG00000023163	AABR07037058.1
ENSRNOG00000039762	Gpr82
ENSRNOG00000004009	Xpnpep2
ENSRNOG00000023094	RGD1561661
ENSRNOG00000005430	AABR07040944.1
ENSRNOG00000003342	AABR07037798.1
ENSRNOG00000063120	RGD1561106
ENSRNOG00000012513	Pdk3
ENSRNOG00000065758	Alg13
ENSRNOG00000004124	Grpr
ENSRNOG00000063778	LOC120099305
ENSRNOG00000055454	Arl13a
ENSRNOG00000039615	LOC102552474
ENSRNOG00000066456	LOC120099271
ENSRNOG00000031665	Ace2
ENSRNOG00000023269	AABR07021759.1
ENSRNOG00000059641	RGD1564480
ENSRNOG00000063709	LOC691895
ENSRNOG00000005753	LOC108349244
ENSRNOG00000003261	Usp9x
ENSRNOG00000002844	Usp27x
ENSRNOG00000062806	Bex4
ENSRNOG00000006515	Klhl15
ENSRNOG00000028611	AABR07037203.1
ENSRNOG00000004304	Syap1
ENSRNOG00000033844	Bex2
ENSRNOG00000030417	LOC120099275
ENSRNOG00000002975	AABR07037243.1
ENSRNOG00000006067	Aifm1
ENSRNOG00000003085	Mycs
ENSRNOG00000043306	Nxf5
ENSRNOG00000006459	AABR07041140.1
ENSRNOG00000028033	Smptb
ENSRNOG00000066885	LOC302576
ENSRNOG00000013322	Pola1
ENSRNOG00000027233	Trpc5
ENSRNOG00000003099	Ubqln2
ENSRNOG00000025705	Armcx2
ENSRNOG00000003158	Rpl35-ps8
ENSRNOG00000052626	LOC120099398
ENSRNOG00000070906	LOC120099259
ENSRNOG00000003178	Mageh1
ENSRNOG00000004257	Ctps2
ENSRNOG00000057785	LOC120099416
ENSRNOG00000002751	Zdhhc15
ENSRNOG00000030619	Foxr2
ENSRNOG00000064823	LOC120099391
ENSRNOG00000068767	Ppp1r3f
ENSRNOG00000056492	LOC120099490
ENSRNOG00000038965	LOC100362724
ENSRNOG00000068658	LOC684932
ENSRNOG00000056101	LOC120099432
ENSRNOG00000056547	LOC120099502
ENSRNOG00000030999	AABR07037412.1
ENSRNOG00000045695	Rlim
ENSRNOG00000053806	RNaseP_nuc
ENSRNOG00000050562	Zfp449
ENSRNOG00000033335	Cenpi
ENSRNOG00000063926	LOC120099483
ENSRNOG00000024350	Cldn34a
ENSRNOG00000063064	LOC120099393
ENSRNOG00000009605	Tfe3
ENSRNOG00000066639	LOC120099401
ENSRNOG00000063299	LOC686042
ENSRNOG00000012358	Pcyt1b
ENSRNOG00000059086	LOC120099464
ENSRNOG00000066228	LOC686031
ENSRNOG00000064102	LOC120099557
ENSRNOG00000061403	Tlr13
ENSRNOG00000068302	LOC120099498
ENSRNOG00000054339	LOC120099441
ENSRNOG00000056968	AC130862.2
ENSRNOG00000061586	LOC120099462
ENSRNOG00000061686	LOC120099443
ENSRNOG00000064383	Trpc5os
ENSRNOG00000053780	Tmsb15a
ENSRNOG00000049382	Rpl19-ps23
ENSRNOG00000062323	LOC120099533
ENSRNOG00000066895	LOC686031
ENSRNOG00000031367	Hprt1
ENSRNOG00000056300	LOC120099494
ENSRNOG00000065456	LOC120099434
ENSRNOG00000004120	Rnf138l1
ENSRNOG00000042530	LOC367830
ENSRNOG00000032970	Gpr174
ENSRNOG00000057906	LOC120099466
ENSRNOG00000030228	Hspa8-ps23
ENSRNOG00000053153	LOC120099397
ENSRNOG00000004222	S100g
ENSRNOG00000002365	Itm2a
ENSRNOG00000028751	Nxf3
ENSRNOG00000051365	LOC685700
ENSRNOG00000065575	LOC120099474
ENSRNOG00000012787	Tmem164
ENSRNOG00000069354	LOC120099478
ENSRNOG00000055009	LOC120099429
ENSRNOG00000004319	Lamtor1
ENSRNOG00000065651	LOC120099514
ENSRNOG00000057745	LOC120099517
ENSRNOG00000004160	Prps2
ENSRNOG00000067660	Rpl39-ps10
ENSRNOG00000057599	Snora35
ENSRNOG00000056159	LOC120099493
ENSRNOG00000002346	Tbx22
ENSRNOG00000024479	Klhl34
ENSRNOG00000061094	LOC100360296
ENSRNOG00000068889	LOC120099534
ENSRNOG00000061385	LOC120099427
ENSRNOG00000057375	Snora57
ENSRNOG00000004249	Tlr7
ENSRNOG00000056135	Tsc22d3
ENSRNOG00000060793	Eif2s3
ENSRNOG00000066349	Magea10-ps4
ENSRNOG00000057784	LOC120099503
ENSRNOG00000037455	Fam9b
ENSRNOG00000058350	LOC120099413
ENSRNOG00000026351	Cldn34e
ENSRNOG00000052132	LOC120099421
ENSRNOG00000047231	AABR07039471.1
ENSRNOG00000061703	LOC100910451
ENSRNOG00000025730	Armcx3
ENSRNOG00000006670	Rai2
ENSRNOG00000063434	LOC120099469
ENSRNOG00000066429	Magea8
ENSRNOG00000005402	AABR07040938.1
ENSRNOG00000059253	LOC120099519
ENSRNOG00000051360	RGD1563270
ENSRNOG00000049853	Rtl9
ENSRNOG00000064790	Magea10-ps5
ENSRNOG00000025211	Cxhxorf49
ENSRNOG00000057907	LOC120099511
ENSRNOG00000010348	Cacna1f
ENSRNOG00000003705	Bmx
ENSRNOG00000053117	LOC120099504
ENSRNOG00000037661	Tmsb15b2
ENSRNOG00000070960	LOC120099523
ENSRNOG00000022848	Mageb6b1
ENSRNOG00000055202	LOC120099392
ENSRNOG00000067179	RGD1560203
ENSRNOG00000037845	Cysltr1
ENSRNOG00000069728	LOC120099435
ENSRNOG00000049849	Fam199x
ENSRNOG00000056042	LOC120099451
ENSRNOG00000022806	Mageb4
ENSRNOG00000069345	LOC120099548
ENSRNOG00000029330	Car5b
ENSRNOG00000029078	Hmgn5
ENSRNOG00000065911	LOC120099532
ENSRNOG00000059358	LOC120093051
ENSRNOG00000002379	Plac1
ENSRNOG00000065371	LOC120099528
ENSRNOG00000023005	LOC681325
ENSRNOG00000011729	Nxf2
ENSRNOG00000065841	LOC120099499
ENSRNOG00000004676	Pak3
ENSRNOG00000066206	LOC120099509
ENSRNOG00000052694	Scml1
ENSRNOG00000060712	LOC120099515
ENSRNOG00000067906	LOC120099552
ENSRNOG00000068778	LOC120099541
ENSRNOG00000065427	Bnip3-ps3
ENSRNOG00000066440	LOC120099409
ENSRNOG00000048066	AABR07038858.1
ENSRNOG00000056924	LOC120099497
ENSRNOG00000065224	LOC120099546
ENSRNOG00000065883	Mmgt1
ENSRNOG00000037838	P2ry10b
ENSRNOG00000068927	LOC120099492
ENSRNOG00000002387	Tceal1
ENSRNOG00000063107	LOC120099482
ENSRNOG00000062343	LOC120099536
ENSRNOG00000052123	LOC120099480
ENSRNOG00000053261	LOC120099461
ENSRNOG00000069846	LOC120099489
ENSRNOG00000064388	LOC120099475
ENSRNOG00000028822	Bex3
ENSRNOG00000054644	LOC120099455
ENSRNOG00000000879	Slc9a6
ENSRNOG00000067319	LOC120099495
ENSRNOG00000002451	Fndc3c1
ENSRNOG00000062658	LOC120099544
ENSRNOG00000032973	Il13ra2
ENSRNOG00000053584	LOC120099505
ENSRNOG00000060856	LOC120099500
ENSRNOG00000011113	Prame
ENSRNOG00000048817	Gspt2
ENSRNOG00000051310	LOC100361756
ENSRNOG00000002428	Lpar4
ENSRNOG00000067786	LOC120099132
ENSRNOG00000061508	Reps2
ENSRNOG00000029935	LOC102551035
ENSRNOG00000011508	Zc3h12b
ENSRNOG00000056326	LOC120099426
ENSRNOG00000002921	Akap4
ENSRNOG00000027520	Pls3
ENSRNOG00000054559	Snord61
ENSRNOG00000052401	LOC120099414
ENSRNOG00000070035	Zxdb
ENSRNOG00000053104	LOC120099402
ENSRNOG00000037839	P2ry10
ENSRNOG00000052165	LOC120099423
ENSRNOG00000052635	LOC120099439
ENSRNOG00000056635	LOC120099491
ENSRNOG00000057644	Gmcl1-ps1
ENSRNOG00000056858	LOC120099411
ENSRNOG00000058703	LOC120099520
ENSRNOG00000012786	Pgrmc1
ENSRNOG00000045577	LOC120099530
ENSRNOG00000049985	Gprasp1
ENSRNOG00000054689	Cox7b
ENSRNOG00000059000	LOC120099442
ENSRNOG00000056735	Zc4h2
ENSRNOG00000056465	LOC120099453
ENSRNOG00000067534	LOC120099438
ENSRNOG00000009746	Akap17b
ENSRNOG00000058792	LOC120099518
ENSRNOG00000058540	LOC120099440
ENSRNOG00000057825	LOC120099433
ENSRNOG00000067447	LOC120099394
ENSRNOG00000054805	LOC120099404
ENSRNOG00000004903	Ebp
ENSRNOG00000058904	Tex13b
ENSRNOG00000006756	Maged1
ENSRNOG00000067672	LOC120099531
ENSRNOG00000068061	LOC120099537
ENSRNOG00000061367	Atp7a
ENSRNOG00000066168	LOC120099556
ENSRNOG00000068049	LOC120099485
ENSRNOG00000003187	Armcx5
ENSRNOG00000066717	LOC120099472
ENSRNOG00000058336	LOC120099428
ENSRNOG00000005303	Tbc1d25
ENSRNOG00000056084	LOC120099525
ENSRNOG00000069859	LOC120099558
ENSRNOG00000003194	Tpgs2-ps2
ENSRNOG00000053885	LOC120099437
ENSRNOG00000059999	LOC120099458
ENSRNOG00000013162	Zcchc12
ENSRNOG00000070753	LOC120099287
ENSRNOG00000065170	LOC120099540
ENSRNOG00000022476	Satl1
ENSRNOG00000066034	LOC120099470
ENSRNOG00000070348	LOC120099444
ENSRNOG00000070790	LOC120099553
ENSRNOG00000060763	LOC120099496
ENSRNOG00000063275	Uprt
ENSRNOG00000003191	Gprasp3
ENSRNOG00000068964	LOC120099407
ENSRNOG00000005387	Rbm3
ENSRNOG00000007733	Arhgef9
ENSRNOG00000004036	Snx12
ENSRNOG00000027331	Ppef1
ENSRNOG00000037658	Gprasp2
ENSRNOG00000030519	RGD1562039
ENSRNOG00000003622	Cybb
ENSRNOG00000047960	Rab9b
ENSRNOG00000003836	Fam47a
ENSRNOG00000014029	Klhl13
ENSRNOG00000033316	Foxo4
ENSRNOG00000034182	LOC100361934
ENSRNOG00000007984	Amer1
ENSRNOG00000027767	Slc38a5
ENSRNOG00000012995	Gpr165
ENSRNOG00000067596	RGD1563378
ENSRNOG00000048025	Cstf2
ENSRNOG00000057091	Got2-ps6
ENSRNOG00000003954	CXHXorf65
ENSRNOG00000062241	Cpsf4-ps1
ENSRNOG00000047339	Pja1
ENSRNOG00000003949	AABR07037995.1
ENSRNOG00000046021	Pcsk1n
ENSRNOG00000027899	Ct55
ENSRNOG00000018923	AABR07041089.1
ENSRNOG00000032132	Rps27a-ps5
ENSRNOG00000056845	Ct47b1
ENSRNOG00000069852	LOC120099188
ENSRNOG00000050510	Rab1b
ENSRNOG00000002429	Rtl3
ENSRNOG00000053351	Rhox3
ENSRNOG00000003783	Fthl17e
ENSRNOG00000069303	Sh3bgrl
ENSRNOG00000030759	Nhs
ENSRNOG00000046918	Apoo
ENSRNOG00000038269	Mageb3
ENSRNOG00000004882	Capn6
ENSRNOG00000023256	Nxf7
ENSRNOG00000038257	LOC681382
ENSRNOG00000042751	Mageb7
ENSRNOG00000040008	RGD1560927
ENSRNOG00000058952	AABR07037896.1
ENSRNOG00000002862	Clcn5
ENSRNOG00000043229	LOC691272
ENSRNOG00000050041	Mageb11
ENSRNOG00000038066	Nalf2
ENSRNOG00000067987	Thap12-ps1
ENSRNOG00000003726	Scml2
ENSRNOG00000071183	RGD1563590
ENSRNOG00000038046	Dgat2l6
ENSRNOG00000000875	Fhl1
ENSRNOG00000062756	RGD1559970
ENSRNOG00000003848	Med12
ENSRNOG00000066828	LOC102551431
ENSRNOG00000054638	AABR07038957.1
ENSRNOG00000013018	Eda2r
ENSRNOG00000038169	Spin4
ENSRNOG00000025383	Pdha1
ENSRNOG00000002984	Bmp15
ENSRNOG00000031534	Rhox8
ENSRNOG00000031517	Rpl27-l1
ENSRNOG00000004197	Asb12
ENSRNOG00000008177	Pim2
ENSRNOG00000042687	Otud6a
ENSRNOG00000048706	Nox1
ENSRNOG00000039305	Ezhip
ENSRNOG00000003025	AABR07039336.2
ENSRNOG00000026267	Igbp1
ENSRNOG00000033484	LOC680353
ENSRNOG00000030877	Htr2c
ENSRNOG00000042779	RGD1565058
ENSRNOG00000062360	Spin2b
ENSRNOG00000003062	LOC679960
ENSRNOG00000006877	Efnb1
ENSRNOG00000021400	Magee2
ENSRNOG00000025290	Map3k15
ENSRNOG00000031286	Spin2a
ENSRNOG00000065591	LOC103690100
ENSRNOG00000003008	LOC100361671
ENSRNOG00000062346	LOC102546324
ENSRNOG00000027761	Htatsf1
ENSRNOG00000018301	LOC367858
ENSRNOG00000048011	AABR07040695.1
ENSRNOG00000063494	LOC688760
ENSRNOG00000002565	Taf1
ENSRNOG00000002660	Magee1
ENSRNOG00000000871	Cd40lg
ENSRNOG00000003812	Nlgn3
ENSRNOG00000068306	LOC120099223
ENSRNOG00000039323	Dgkk
ENSRNOG00000028585	Tceal8
ENSRNOG00000031283	LOC103690878
ENSRNOG00000005736	Eif1ax
ENSRNOG00000032807	LOC100359505
ENSRNOG00000028050	Rhox13
ENSRNOG00000033458	RGD1562871
ENSRNOG00000042753	Fgf13
ENSRNOG00000002784	Pou3f4
ENSRNOG00000040013	Rhoxf2b
ENSRNOG00000029090	LOC100359656
ENSRNOG00000037799	Hdx
ENSRNOG00000005135	Bclaf3
ENSRNOG00000066048	Rfk-ps1
ENSRNOG00000028044	Rhox11
ENSRNOG00000021748	Las1l
ENSRNOG00000029736	H2ab3
ENSRNOG00000065209	RGD1561582
ENSRNOG00000032797	RGD1566197
ENSRNOG00000026315	Taf7l
ENSRNOG00000027907	RGD1564845
ENSRNOG00000069568	M6pr-ps1
ENSRNOG00000040033	Rhox12
ENSRNOG00000003354	Pabpc5
ENSRNOG00000066859	Smptb
ENSRNOG00000053601	LOC685776
ENSRNOG00000002592	Rps6ka6
ENSRNOG00000046053	Nudt11
ENSRNOG00000032390	Btg1c
ENSRNOG00000003030	Awat2
ENSRNOG00000029850	Tgif2lx2
ENSRNOG00000002959	Shroom4
ENSRNOG00000054401	Adgrg4
ENSRNOG00000024884	RGD1565129
ENSRNOG00000021547	Pgr15l
ENSRNOG00000029087	Nap1l3
ENSRNOG00000048213	AABR07039304.1
ENSRNOG00000060542	Mid2
ENSRNOG00000029926	AABR07056668.1
